FCM.E3R3.ITS_Stalk	FCM.E4R2.ITS_Stalk	FCS.E3R2.ITS_Stalk	RZO.E2R1.ITS_Root	ECI.E2R2.ITS_Stalk	EPE.E3R3.ITS_Root	EFO.E3R1.ITS_Leaf	FCM.E2R2.ITS_Stalk	RZO.E4R3.ITS_Root	FCI.E2R2.ITS_Stalk	ERA.E4R1.ITS_Root	FFO.E3R1.ITS_Leaf	EPE.E2R3.ITS_Root	ECI.E3R3.ITS_Stalk	ECM.E2R1.ITS_Stalk	EFO.E3R3.ITS_Leaf	ERA.E4R3.ITS_Root	FCI.E4R2.ITS_Stalk	FCS.E4R1.ITS_Stalk	FFO.E4R3.ITS_Leaf	FCM.E2R1.ITS_Stalk	ERA.E2R1.ITS_Root	RZO.E3R3.ITS_Root	EPE.E3R1.ITS_Root	FCM.E4R3.ITS_Stalk	ECI.E3R1.ITS_Stalk	ECI.E1R3.ITS_Stalk	FCS.E2R2.ITS_Stalk	FCI.E1R2.ITS_Stalk	ERA.E1R1.ITS_Root	EFO.E2R2.ITS_Leaf	FCS.E2R1.ITS_Stalk	FCM.E1R1.ITS_Stalk	EPE.E4R3.ITS_Root	ECM.E4R1.ITS_Stalk	ECI.E4R3.ITS_Stalk	ERA.E1R2.ITS_Root	FCI.E2R3.ITS_Stalk	EPE.E3R2.ITS_Root	FFO.E1R2.ITS_Leaf	FCS.E1R2.ITS_Stalk	ECI.E2R1.ITS_Stalk	ECM.E2R2.ITS_Stalk	FCM.E2R3.ITS_Stalk	FCM.E4R1.ITS_Stalk	EPE.E2R2.ITS_Root	FCI.E3R2.ITS_Stalk	FCS.E3R1.ITS_Stalk	EFO.E1R1.ITS_Leaf	ECM.E3R2.ITS_Stalk	ECM.E4R2.ITS_Stalk	ECI.E1R1.ITS_Stalk	ECS.E3R3.ITS_Stalk	FFO.E2R3.ITS_Leaf	ECI.E4R2.ITS_Stalk	ECM.E3R3.ITS_Stalk	EPE.E1R3.ITS_Root	RZO.E1R3.ITS_Root	ECS.E2R1.ITS_Stalk	ERA.E3R3.ITS_Root	FCM.E3R2.ITS_Stalk	EFO.E1R2.ITS_Leaf	EFO.E4R2.ITS_Leaf	ECM.E1R2.ITS_Stalk	FFO.E1R1.ITS_Leaf	ERA.E3R2.ITS_Root	FCS.E4R2.ITS_Stalk	RZO.E4R2.ITS_Root	FFO.E3R2.ITS_Leaf	ECM.E1R1.ITS_Stalk	EPE.E2R1.ITS_Root	RZO.E2R2.ITS_Root	FFO.E4R1.ITS_Leaf	ECS.E1R3.ITS_Stalk	RZO.E4R1.ITS_Root	RZO.E3R2.ITS_Root	FCI.E3R1.ITS_Stalk	RZO.E2R3.ITS_Root	FCM.E1R3.ITS_Stalk	ECS.E1R1.ITS_Stalk	ECS.E2R3.ITS_Stalk	ECS.E1R2.ITS_Stalk	ECS.E3R1.ITS_Stalk	FCS.E3R3.ITS_Stalk	EFO.E1R3.ITS_Leaf	FCI.E3R3.ITS_Stalk	FCI.E2R1.ITS_Stalk	FCI.E1R1.ITS_Stalk	EPE.E4R2.ITS_Root	FCI.E4R3.ITS_Stalk	ECM.E3R1.ITS_Stalk	FCS.E1R3.ITS_Stalk	FCS.E1R1.ITS_Stalk	FFO.E4R2.ITS_Leaf	FFO.E2R2.ITS_Leaf	ECM.E1R3.ITS_Stalk	EFO.E4R3.ITS_Leaf	EFO.E3R2.ITS_Leaf	ECI.E2R3.ITS_Stalk	ECS.E2R2.ITS_Stalk	ERA.E1R3.ITS_Root	ERA.E2R2.ITS_Root	ECI.E3R2.ITS_Stalk	ERA.E4R2.ITS_Root	FCS.E2R3.ITS_Stalk	ECM.E2R3.ITS_Stalk	FCS.E4R3.ITS_Stalk	FCI.E4R1.ITS_Stalk	ECS.E4R3.ITS_Stalk	EPE.E1R2.ITS_Root	FFO.E1R3.ITS_Leaf	EFO.E4R1.ITS_Leaf	FCM.E1R2.ITS_Stalk	ECI.E1R2.ITS_Stalk	ERA.E2R3.ITS_Root	FFO.E2R1.ITS_Leaf	EFO.E2R1.ITS_Leaf	ECS.E4R2.ITS_Stalk	EFO.E2R3.ITS_Leaf	ECS.E3R2.ITS_Stalk	RZO.E3R1.ITS_Root	ECM.E4R3.ITS_Stalk	FCM.E3R1.ITS_Stalk	FCI.E1R3.ITS_Stalk	ECI.E4R1.ITS_Stalk	RZO.E1R2.ITS_Root	FFO.E3R3.ITS_Leaf	RZO.E1R1.ITS_Root	EPE.E4R1.ITS_Root	ECS.E4R1.ITS_Stalk	ERA.E3R1.ITS_Root
OTU_19	276081	8	1	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	1	0	0	0	0	0	0	9556	0	0	0	0	0	20	0	0	0	0	6	1	0	0	0	150	0	0	0	0	0	27	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	113	0	93	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	1	0	0	0	0	0	0	0	0	99	0	0	2	0	0	0	0	0
OTU_61	191959	8	1493	10	1	0	0	0	0	4781	6	3019	0	2300	0	3	0	3621	0	0	0	0	0	0	0	521	0	0	0	0	5	0	121	0	0	0	1	11099	0	1	0	469	22	0	6829	0	1391	0	0	0	27	39	6	1	0	62	30	0	0	0	472	0	14	0	0	0	250	0	6113	0	0	60	0	0	8	0	1272	2	0	0	0	0	0	532	0	2374	3634	290	0	239	0	0	385	0	0	0	0	0	0	0	0	0	0	0	141	0	1	0	1	3	0	78	362	14	0	240	12	3	0	31	0	274	1451	0	0	62	0	0	0	0	0
OTU_78	70194	5	2407	43	0	0	0	0	0	33721	61	184	0	1338	0	0	0	11180	0	0	0	2	0	0	1	6542	0	0	1	1	5	0	183	0	0	0	1	16228	0	0	0	1792	1622	1	2477	2	1859	2	0	0	117	51	1	0	0	8	118	0	3	0	1280	0	7	0	0	0	1084	0	828	3	0	816	0	0	44	0	806	7	0	0	0	0	0	367	0	8417	29120	492	0	1921	1	0	807	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	3	0	15	1799	133	0	257	0	2	0	2	0	234	5131	0	0	78	0	0	0	2	0
OTU_736	436531	7	28281	27	0	0	0	1	0	27576	414	3467	0	4343	0	37	0	43847	0	1	0	6	0	0	9	11764	0	0	3	1	33	0	556	0	0	2	1	20711	0	0	1	7650	3190	0	15269	2	12889	8	0	1	2252	206	3674	1	0	1023	132	0	44	0	5566	0	16	1	0	0	17797	0	8147	44	0	559	0	0	50	0	10589	7	0	0	0	0	0	6296	0	31566	30475	1385	0	5905	0	1	845	1	0	0	0	0	0	0	0	0	0	0	611	0	6	2	29	1	0	526	6045	4672	0	918	26	2132	0	1344	0	4960	19000	1	0	67	1	0	0	152	0
OTU_11	171998	4	77002	11	0	0	0	2	0	53143	0	179	0	1234	0	4	0	71145	0	0	1	0	0	0	6	2722	0	1	3	0	1	0	14945	0	0	1	0	4769	0	0	0	787	2886	1	5895	1	6279	10	0	0	98	213	1	0	1	507	101	0	282	0	6967	0	0	0	0	0	13512	0	508	4	0	616	0	0	0	0	9544	19	2	0	0	0	0	10107	0	17010	17816	9036	0	9812	0	1	5578	0	0	0	0	0	0	0	0	0	0	0	1855	0	5	1	2	3	0	81	1473	427	0	74	538	292	0	121	0	3490	19321	4	0	21	0	0	0	318	0
OTU_962	7269	0	73	0	0	0	0	0	0	191	0	4	0	14	0	0	0	131	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	429	0	0	0	7	0	0	230	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	13	0	18	0	0	0	0	0	0	0	45	0	0	0	0	0	0	22	0	83	113	6	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	1	63	0	0	0	0	0	0	0	0
OTU_875	1686	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_277	29104	0	223	0	0	0	0	0	0	781	0	2	0	105	0	0	0	572	0	0	0	0	0	0	0	18	0	0	0	0	0	0	28	0	0	0	0	1742	0	0	0	19	0	0	1095	0	172	0	0	0	1	2	1	0	0	4	0	0	0	0	78	0	0	0	0	0	38	0	17	0	0	0	0	0	0	0	196	0	0	0	0	0	0	95	0	324	550	47	0	26	0	0	59	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	36	3	0	2	0	0	0	0	0	16	233	0	0	0	0	0	0	0	0
OTU_2273	31722	1	2169	1	0	0	0	0	0	2206	36	213	0	345	0	1	0	3395	0	0	0	0	0	0	0	903	0	0	0	0	1	0	48	0	0	0	1	1581	0	0	0	592	250	0	1124	0	974	0	0	0	163	15	290	0	0	70	8	0	0	0	448	0	2	0	0	0	1397	0	480	2	0	28	0	0	6	0	847	0	0	0	0	0	0	465	0	2379	2330	104	0	505	0	0	89	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0	0	37	501	339	0	54	2	153	0	108	0	402	1684	0	0	5	0	0	0	20	0
OTU_141	178475	0	12544	1	0	0	0	0	0	12602	10	118	0	1000	0	3	0	18533	0	0	0	0	0	0	0	2567	0	0	0	0	4	0	257	0	0	0	0	8921	0	0	0	1661	838	0	6279	0	5435	0	0	0	539	51	922	0	0	234	8	0	7	0	2492	0	0	0	0	0	7755	0	291	9	0	7	0	0	3	0	4511	0	0	0	0	0	0	2977	0	13659	12264	622	0	2663	0	0	363	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	9	1	0	16	2682	1000	0	42	3	518	0	303	0	1137	8590	0	0	1	0	0	0	41	0
OTU_390	39179	0	2657	3	0	0	0	0	0	2799	21	235	0	316	0	3	0	4021	0	0	0	0	0	0	0	821	0	0	0	1	3	0	68	0	0	1	1	1921	0	0	0	522	232	0	1362	0	1213	0	0	0	168	17	288	0	0	84	9	0	3	0	542	0	0	0	0	0	1561	0	476	3	0	24	0	0	2	0	1100	0	0	0	0	0	0	627	0	2943	2848	177	0	532	0	0	112	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	2	0	0	25	657	356	0	56	1	156	0	102	0	403	2175	0	0	3	0	0	0	7	0
OTU_87	46594	0	2149	1	0	0	0	0	0	790	1	4114	0	46	0	2	0	7661	0	0	0	0	0	0	1	439	0	0	0	0	3	0	43	0	0	0	0	116	0	0	0	3	63	0	1599	0	1837	0	0	0	53	0	81	0	0	27	16	0	0	0	645	0	4	0	0	0	4586	0	2829	1	0	14	0	0	18	0	4138	0	0	0	0	0	0	7479	0	12729	63	62	0	820	0	0	23	0	0	0	0	0	0	0	0	0	0	0	69	0	1	0	0	0	0	8	84	15	0	45	0	1	0	2	0	771	1876	0	0	1	0	0	0	347	0
OTU_3277	19305	0	1333	0	0	0	0	0	0	1307	23	128	0	189	0	3	0	2069	0	0	0	0	0	0	0	487	0	0	0	0	2	0	24	0	0	0	0	929	0	0	0	323	127	0	688	0	614	0	0	0	97	11	160	0	0	39	8	0	3	0	267	0	0	0	0	0	848	0	330	1	0	23	0	0	2	0	544	0	0	0	0	0	0	284	0	1468	1451	67	0	297	0	0	53	0	0	0	0	0	0	0	0	0	0	0	31	0	0	1	1	0	0	21	291	171	0	36	0	82	0	70	0	195	945	0	0	3	0	0	0	6	0
OTU_686	983	0	49	0	0	0	0	0	0	14	0	137	0	1	0	0	0	177	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28	0	52	0	0	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	109	0	121	0	0	1	0	0	0	0	98	0	0	0	0	0	0	176	0	301	2	1	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	19	49	0	0	0	0	0	0	12	0
OTU_428	52174	3	3649	2	0	0	0	0	0	3623	38	529	0	606	0	3	0	5697	0	1	0	1	0	0	1	1605	0	0	0	1	5	0	100	0	0	0	0	2512	0	0	0	1061	489	0	1867	0	1766	0	0	0	329	29	538	0	0	158	26	0	3	0	758	0	5	0	0	0	2213	0	1284	6	0	38	0	0	4	0	1367	1	0	0	0	0	0	875	0	4087	3997	203	0	785	0	0	158	0	0	0	0	0	0	0	0	0	0	0	88	0	2	0	4	0	0	83	880	588	0	159	3	269	0	180	0	698	2856	0	0	10	0	0	0	32	0
OTU_57	214548	1	14992	2	0	0	0	0	0	14856	49	590	0	1479	0	3	0	23163	0	0	0	0	0	0	3	4420	0	0	0	0	9	0	350	0	0	0	0	10569	0	0	0	2620	1205	0	7596	1	6463	0	0	0	838	84	1275	0	0	392	32	0	13	0	2972	0	4	0	0	0	9546	0	1460	16	0	59	0	0	6	0	5898	0	0	0	0	0	0	3334	0	15504	14895	722	0	3055	0	0	465	0	0	0	0	0	0	0	0	0	0	0	357	0	1	1	15	0	0	103	3255	1638	0	174	2	771	0	456	0	1842	11730	0	0	5	0	0	0	59	0
OTU_2972	21737	0	1362	1	0	0	0	0	0	1341	19	184	0	181	0	5	0	2077	0	0	0	0	0	0	0	510	0	0	0	0	4	0	33	0	0	0	1	925	0	0	0	330	141	0	751	0	612	0	0	0	94	7	168	0	0	43	7	0	1	0	268	0	0	0	0	0	787	0	411	2	0	21	0	0	2	0	502	0	0	0	0	0	0	322	0	1529	1489	62	0	339	0	0	35	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	1	0	21	267	181	0	56	0	87	0	59	0	219	931	0	0	2	0	0	0	6	0
OTU_42	133337	1	374	22	0	0	0	0	0	8811	1	447	0	3289	0	2	0	2214	0	0	0	0	0	0	1	306	0	0	2	1	4	0	180	0	0	1	3	36562	0	0	0	1072	256	0	4753	0	334	1	0	0	6	22	0	0	0	14	62	0	0	0	314	0	6	0	0	0	56	0	1980	0	0	78	0	0	2	0	304	2	0	0	0	0	0	242	0	615	12756	413	0	190	0	0	429	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	5	1	35	647	58	0	228	5	1	0	0	0	90	1000	0	0	171	0	0	0	3	0
OTU_844	631	0	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	23	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2724	6387	0	286	0	0	0	0	0	0	104	0	53	0	1	0	0	0	903	0	0	0	0	0	0	0	27	0	0	0	0	0	0	5	0	0	0	0	15	0	0	0	0	8	0	228	0	230	0	0	0	9	0	8	0	0	2	2	0	0	0	88	0	0	0	0	0	610	0	25	0	0	0	0	0	0	0	514	0	0	0	0	0	0	1039	0	1625	11	7	0	99	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	50	268	0	0	0	0	0	0	32	0
OTU_794	2672	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_79	59195	1	26153	4	0	0	0	0	0	18041	0	42	0	380	0	0	0	24390	0	0	0	0	0	0	5	944	0	0	0	0	0	0	5158	0	0	0	0	1690	0	0	1	269	922	0	2019	0	2175	0	0	0	39	49	0	0	0	172	27	0	73	0	2375	0	0	0	0	0	4625	0	172	1	0	223	0	0	1	0	3254	4	4	0	0	0	0	3352	0	5915	6061	2994	0	3481	0	0	1832	0	0	0	0	0	1	0	0	0	0	0	632	0	0	0	0	0	0	25	471	150	0	22	151	84	0	49	0	1106	6087	1	0	5	0	0	0	118	0
OTU_59	55565	2	656	2	0	0	0	0	0	131	21	4980	0	1	0	6	0	1005	0	4	0	0	0	0	1	43	0	0	0	0	42	0	76	0	0	0	0	100	0	0	0	290	151	0	1890	1	285	0	0	0	8	26	0	0	0	1	10	0	1	0	123	0	31	0	0	0	405	0	11284	1	0	11	3	0	0	0	300	0	0	0	0	0	0	254	0	444	198	41	0	309	0	0	37	4	0	0	0	0	0	0	0	0	0	0	13	0	1	0	1	3	0	1924	404	1	0	2962	37	33	0	0	0	67	386	0	0	6	0	0	0	0	0
OTU_44	90508	2	873	1	0	0	0	1	0	1178	0	735	0	58	0	1	0	6401	0	0	0	0	0	0	0	490	0	0	0	0	0	0	45	0	0	0	0	84	0	0	0	8	0	0	3076	0	1477	1	0	0	84	0	0	0	0	5	21	0	0	0	616	0	0	0	0	0	2019	0	497	0	0	53	0	0	10	0	1824	2	0	0	0	0	0	2338	0	7484	26	25	0	1259	0	0	3	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	97	3	0	0	0	0	0	1	0	386	1724	0	0	13	0	0	0	16	0
OTU_2531	18568	1	1193	2	0	0	0	0	0	1240	17	135	0	191	0	0	0	1917	0	0	0	0	0	0	0	538	0	0	1	0	2	0	26	0	0	0	0	877	0	0	0	352	129	0	719	0	568	0	0	0	113	15	194	0	0	66	7	0	0	0	255	0	0	0	0	0	778	0	354	2	0	23	0	0	2	0	483	0	0	0	0	0	0	293	0	1423	1347	66	0	249	0	0	45	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	2	0	0	11	276	216	0	33	1	115	0	60	0	234	957	0	0	4	0	0	0	8	0
OTU_184	430	0	3759	16	0	0	0	0	0	236	2	159	0	2064	0	0	0	1062	0	0	0	0	0	0	0	576	0	1	0	0	0	0	1106	0	0	0	0	153	0	0	0	1020	546	0	24	18	187	0	0	1	15	60	132	0	2	3230	116	0	2	0	70	0	1	1	0	0	433	0	44	8	0	6	0	0	3	0	67	0	1	0	0	0	0	3598	0	1732	511	11374	0	1654	0	0	1381	0	0	0	0	0	4	0	0	0	0	0	194	1	1	0	269	1	0	0	1958	3346	0	25	1	1141	0	110	0	4412	399	0	0	74	0	0	0	1402	0
OTU_294	12156	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1117	26466	0	1788	3	0	0	0	0	0	1774	19	264	0	224	0	2	0	2791	0	0	0	1	0	0	0	563	0	0	0	0	2	0	37	0	0	0	0	1200	0	0	0	394	179	0	899	0	850	0	0	0	128	14	189	0	0	70	15	0	1	0	387	0	4	0	0	0	1091	0	623	2	0	15	0	0	2	0	659	2	0	0	0	0	0	406	0	2000	1894	103	0	413	0	0	71	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	49	396	244	0	63	2	103	0	77	0	268	1265	0	0	4	0	0	0	12	0
OTU_423	15912	1	1064	0	0	0	0	0	0	1016	18	209	0	132	0	3	0	1661	0	0	0	0	0	0	0	422	0	0	0	0	2	0	19	0	0	0	0	770	0	0	0	338	81	0	599	1	482	0	0	0	96	4	184	0	0	33	16	0	1	0	213	0	3	0	0	0	695	0	428	0	0	30	0	0	2	0	428	0	0	0	0	0	0	245	0	1191	1177	56	0	276	0	0	32	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	24	246	129	0	46	0	56	0	62	0	153	882	1	0	4	0	0	0	3	0
OTU_311	7572	0	5	13	0	0	0	0	0	22	172	70	0	1	0	0	0	41	0	0	0	1	0	0	1	2067	0	0	1	0	42	0	3	0	0	0	1	18	0	1	0	0	0	0	279	6	7	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	1	0	416	0	0	4	0	0	3	0	25	0	0	0	0	0	0	4	0	29	22	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	119	0	0	195	6	0	0	0	0	0	18	0	0	5	0	0	0	0	0
OTU_173	29288	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	37	0	0	5	0	0	0	0	0	0	0	0
OTU_258	52090	0	3758	1	0	0	0	0	0	3491	7	75	0	305	0	1	0	5468	0	0	0	0	0	0	0	757	0	0	0	0	1	0	83	0	0	0	0	2434	0	0	0	553	255	0	1782	0	1676	0	0	0	164	12	289	0	0	85	7	0	3	0	702	0	1	0	0	0	2387	0	154	1	0	3	0	0	0	0	1212	0	0	0	0	0	0	818	0	3851	3309	161	0	777	0	0	113	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	2	0	0	13	849	348	0	27	0	185	0	94	0	404	2374	0	0	0	0	0	0	11	0
OTU_2902	13407	0	897	0	0	0	0	0	0	860	13	108	0	110	0	5	0	1405	0	0	0	0	0	0	0	321	0	0	0	0	0	0	22	0	0	0	0	685	0	0	0	206	74	0	456	0	459	0	0	0	53	7	101	0	0	33	7	0	0	0	171	0	2	0	0	0	597	0	255	4	0	12	0	0	5	0	350	0	0	0	0	0	0	234	0	1035	1034	35	0	191	0	0	35	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	11	167	108	0	24	0	63	0	34	0	119	703	0	0	4	0	0	0	4	0
OTU_2760	1166	0	83	0	0	0	0	0	0	95	1	5	0	10	0	0	0	141	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	61	0	0	0	10	8	0	32	0	41	0	0	0	2	2	6	0	0	2	0	0	0	0	13	0	0	0	0	0	61	0	13	0	0	1	0	0	0	0	29	0	0	0	0	0	0	20	0	96	86	5	0	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	12	0	1	0	13	63	0	0	0	0	0	0	0	0
OTU_27	13996	0	5335	4	1	0	0	0	0	11437	0	307	0	11234	0	0	0	10546	0	0	0	1	0	0	2	4271	0	0	0	1	0	0	5042	0	0	0	0	952	0	0	0	33777	1733	2	498	8	623	0	0	0	259	103	5	0	1	632	465	0	16	0	912	0	15	1	0	0	23711	0	264	70	0	326	0	0	3	0	480	20	30	0	0	0	0	2319	0	5937	1149	25387	0	1729	3	1	5667	0	0	0	0	0	0	0	0	0	0	0	1270	2	0	1	247	8	0	0	16874	5141	0	673	12	1966	0	6	0	1971	3284	1	0	24	0	0	0	160	0
OTU_927	43192	0	3186	0	0	0	0	0	0	2990	2	72	0	326	0	1	0	4575	0	0	0	0	0	0	0	880	0	0	0	0	0	0	61	0	0	0	1	2176	0	0	0	511	251	0	1504	0	1327	0	0	0	160	10	276	0	0	81	3	0	2	0	619	0	0	0	0	0	1802	0	178	4	0	2	0	0	0	0	1066	0	0	0	0	0	0	687	0	3396	2909	141	0	620	0	0	94	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	3	0	0	16	622	372	0	11	1	160	0	91	0	385	1952	0	0	1	0	0	0	10	0
OTU_1879	27328	0	1916	0	0	0	0	0	0	1834	29	256	0	283	0	2	0	2835	0	0	0	0	0	0	1	837	0	0	0	1	1	0	35	0	0	0	0	1235	0	0	0	499	242	0	964	0	853	0	0	0	148	27	236	0	0	77	11	0	1	0	361	0	1	1	0	0	1176	0	538	1	0	35	0	0	3	0	753	0	0	0	0	0	0	419	0	2117	2000	91	0	419	0	0	56	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	3	0	0	26	423	306	0	52	0	149	0	110	0	339	1376	0	0	5	0	0	0	13	0
OTU_352	13461	0	21	0	0	0	0	0	0	8	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	503	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	56	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	21	0	23	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0
OTU_1205	2419	0	106	0	0	0	0	0	0	1160	1	1	0	9	0	0	0	397	0	0	0	0	0	0	0	81	0	0	0	0	0	0	2	0	0	0	0	558	0	0	0	23	30	0	81	0	71	0	0	0	0	0	0	0	0	0	1	0	0	0	43	0	0	0	0	0	41	0	5	0	0	1	0	0	0	0	41	0	0	0	0	0	0	6	0	312	1149	10	0	68	0	0	29	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	52	1	0	0	0	0	0	0	0	2	188	0	0	0	0	0	0	0	0
OTU_581	32494	0	272	0	0	0	0	0	0	787	0	33	0	106	0	0	0	621	0	0	0	0	0	0	0	22	0	0	0	0	0	0	25	0	0	0	0	1756	0	0	0	16	1	0	1087	0	231	0	0	0	0	2	1	0	0	3	2	0	0	0	85	0	0	0	0	0	42	0	63	0	0	0	0	0	0	0	220	0	0	0	0	0	0	79	0	383	581	40	0	39	0	0	59	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	2	66	1	0	2	0	0	0	0	0	12	239	0	0	0	0	0	0	0	0
OTU_114	76132	0	5235	1	0	0	0	0	0	4861	15	129	0	399	0	1	0	7107	0	0	0	0	0	0	0	1194	0	0	0	0	3	0	121	0	0	0	0	3306	0	0	0	691	344	0	2723	0	2133	0	0	0	215	19	347	0	0	106	8	0	2	0	1081	0	0	0	0	0	3088	0	334	6	0	15	0	0	1	0	2066	0	0	0	0	0	0	1221	0	5365	5306	294	0	998	0	0	206	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	4	0	0	12	1136	453	0	42	2	173	0	141	0	545	4420	0	0	7	0	0	0	15	0
OTU_3173	566	0	220	0	0	0	0	0	0	66	0	4	0	0	0	1	0	92	0	0	0	0	0	0	0	8	0	0	1	0	0	0	22	0	0	0	0	25	0	0	0	6	8	0	15	0	8	0	0	0	1	260	0	0	0	39	0	0	0	0	5	0	0	0	0	0	52	0	3	6	0	0	0	0	0	0	24	0	0	0	0	0	0	122	0	110	0	98	0	57	0	0	84	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	34	4	0	0	0	1	0	0	0	7	36	0	0	0	0	0	0	1	0
