FCM.E3R3.ITS_Stalk	FCM.E4R2.ITS_Stalk	FCS.E3R2.ITS_Stalk	RZO.E2R1.ITS_Root	ECI.E2R2.ITS_Stalk	EPE.E3R3.ITS_Root	EFO.E3R1.ITS_Leaf	FCM.E2R2.ITS_Stalk	RZO.E4R3.ITS_Root	FCI.E2R2.ITS_Stalk	ERA.E4R1.ITS_Root	FFO.E3R1.ITS_Leaf	EPE.E2R3.ITS_Root	ECI.E3R3.ITS_Stalk	ECM.E2R1.ITS_Stalk	EFO.E3R3.ITS_Leaf	ERA.E4R3.ITS_Root	FCI.E4R2.ITS_Stalk	FCS.E4R1.ITS_Stalk	FFO.E4R3.ITS_Leaf	FCM.E2R1.ITS_Stalk	ERA.E2R1.ITS_Root	RZO.E3R3.ITS_Root	EPE.E3R1.ITS_Root	FCM.E4R3.ITS_Stalk	ECI.E3R1.ITS_Stalk	ECI.E1R3.ITS_Stalk	FCS.E2R2.ITS_Stalk	FCI.E1R2.ITS_Stalk	ERA.E1R1.ITS_Root	EFO.E2R2.ITS_Leaf	FCS.E2R1.ITS_Stalk	FCM.E1R1.ITS_Stalk	EPE.E4R3.ITS_Root	ECM.E4R1.ITS_Stalk	ECI.E4R3.ITS_Stalk	ERA.E1R2.ITS_Root	FCI.E2R3.ITS_Stalk	EPE.E3R2.ITS_Root	FFO.E1R2.ITS_Leaf	FCS.E1R2.ITS_Stalk	ECI.E2R1.ITS_Stalk	ECM.E2R2.ITS_Stalk	FCM.E2R3.ITS_Stalk	FCM.E4R1.ITS_Stalk	EPE.E2R2.ITS_Root	FCI.E3R2.ITS_Stalk	FCS.E3R1.ITS_Stalk	EFO.E1R1.ITS_Leaf	ECM.E3R2.ITS_Stalk	ECM.E4R2.ITS_Stalk	ECI.E1R1.ITS_Stalk	ECS.E3R3.ITS_Stalk	FFO.E2R3.ITS_Leaf	ECI.E4R2.ITS_Stalk	ECM.E3R3.ITS_Stalk	EPE.E1R3.ITS_Root	RZO.E1R3.ITS_Root	ECS.E2R1.ITS_Stalk	ERA.E3R3.ITS_Root	FCM.E3R2.ITS_Stalk	EFO.E1R2.ITS_Leaf	EFO.E4R2.ITS_Leaf	ECM.E1R2.ITS_Stalk	FFO.E1R1.ITS_Leaf	ERA.E3R2.ITS_Root	FCS.E4R2.ITS_Stalk	RZO.E4R2.ITS_Root	FFO.E3R2.ITS_Leaf	ECM.E1R1.ITS_Stalk	EPE.E2R1.ITS_Root	RZO.E2R2.ITS_Root	FFO.E4R1.ITS_Leaf	ECS.E1R3.ITS_Stalk	RZO.E4R1.ITS_Root	RZO.E3R2.ITS_Root	FCI.E3R1.ITS_Stalk	RZO.E2R3.ITS_Root	FCM.E1R3.ITS_Stalk	ECS.E1R1.ITS_Stalk	ECS.E2R3.ITS_Stalk	ECS.E1R2.ITS_Stalk	ECS.E3R1.ITS_Stalk	FCS.E3R3.ITS_Stalk	EFO.E1R3.ITS_Leaf	FCI.E3R3.ITS_Stalk	FCI.E2R1.ITS_Stalk	FCI.E1R1.ITS_Stalk	EPE.E4R2.ITS_Root	FCI.E4R3.ITS_Stalk	ECM.E3R1.ITS_Stalk	FCS.E1R3.ITS_Stalk	FCS.E1R1.ITS_Stalk	FFO.E4R2.ITS_Leaf	FFO.E2R2.ITS_Leaf	ECM.E1R3.ITS_Stalk	EFO.E4R3.ITS_Leaf	EFO.E3R2.ITS_Leaf	ECI.E2R3.ITS_Stalk	ECS.E2R2.ITS_Stalk	ERA.E1R3.ITS_Root	ERA.E2R2.ITS_Root	ECI.E3R2.ITS_Stalk	ERA.E4R2.ITS_Root	FCS.E2R3.ITS_Stalk	ECM.E2R3.ITS_Stalk	FCS.E4R3.ITS_Stalk	FCI.E4R1.ITS_Stalk	ECS.E4R3.ITS_Stalk	EPE.E1R2.ITS_Root	FFO.E1R3.ITS_Leaf	EFO.E4R1.ITS_Leaf	FCM.E1R2.ITS_Stalk	ECI.E1R2.ITS_Stalk	ERA.E2R3.ITS_Root	FFO.E2R1.ITS_Leaf	EFO.E2R1.ITS_Leaf	ECS.E4R2.ITS_Stalk	EFO.E2R3.ITS_Leaf	ECS.E3R2.ITS_Stalk	RZO.E3R1.ITS_Root	ECM.E4R3.ITS_Stalk	FCM.E3R1.ITS_Stalk	FCI.E1R3.ITS_Stalk	ECI.E4R1.ITS_Stalk	RZO.E1R2.ITS_Root	FFO.E3R3.ITS_Leaf	RZO.E1R1.ITS_Root	EPE.E4R1.ITS_Root	ECS.E4R1.ITS_Stalk	ERA.E3R1.ITS_Root
OTU_722	0	89	0	0	1	0	0	2	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	57	0	0	0	0	7	1	0	0	0	3579	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	0	10	0	0
OTU_2376	0	25	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	15	0	0	0	9	0	0	0	0	0	5	6	0	0	0	0	6	0	0	2	0	0	0	14	0	1	0	0	0	2	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	2	17	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	5	0	1	0	0	0	0
OTU_1239	0	108	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	112	3	0	0	0	69	0	1	0	59	0	0	0	0	0	111	224	0	0	0	0	0	0	0	0	0	0	0	2	0	63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	43	0	6	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	14	4	0	2	2	0	0	0
OTU_118	0	463	0	0	4704	0	0	91	0	1	0	0	63	0	4	0	0	1	2	4	9	0	0	145	3153	0	261	4091	1677	0	0	8	0	40	4878	32772	0	0	2	13	2764	0	0	836	0	0	0	2055	0	337	0	0	0	12	39	0	0	7	0	0	0	21	0	42	9	0	0	0	0	0	5	0	0	1	0	0	0	0	813	1	47	2	1686	0	14	0	0	0	6	0	4207	3131	0	0	10	506	5	1	25012	386	2	1	116	0	0	842	1399	495	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	1239	2779	0	1	0	351	0	3
OTU_1397	0	113	0	0	19	0	0	5	0	0	0	0	34	0	0	0	0	0	0	1	1	0	0	33	51	0	0	5	65	0	0	1	0	7	48	126	0	0	2	0	3	0	0	14	0	0	0	15	0	21	0	0	0	0	10	0	0	3	0	0	0	0	0	25	0	0	0	0	0	0	4	0	0	0	0	0	0	0	80	0	0	1	10	0	0	0	0	0	0	0	30	14	0	0	0	4	0	0	103	1	0	0	32	0	0	18	15	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	46	0	0	0	1	0	0
OTU_1933	0	99	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	1	0	0	0	1	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	41	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
OTU_1098	0	20	0	0	0	0	0	5	0	0	0	0	50	0	0	0	0	0	0	0	8	0	0	0	2	0	1	104	1546	0	0	4	0	0	0	1	0	0	0	27	16	0	0	138	0	0	0	169	10	0	0	0	0	15	0	0	0	0	0	0	0	166	0	2	16	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	75	4	1	0	1	0	0	0	0	0	0	4	56	28	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	2	0	0	0	0
OTU_912	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	11	0	0	0	53	0	0	0	0	0	12	1	0	0	0	65	0	0	0	0	0	0	0	13	0	0	0	0	0	256	2	0	0	0	0	0	0	2	0	7	161	0	0	0	0	0	0	0	706	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1	0	5	1	0	1066	214	0	2	0	0	0	0	0	0	0	0	0	13	2	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	212	0	2	0	0
OTU_210	0	411	3	0	49	1	0	6662	0	0	0	0	7	0	3	0	0	3	15	30	4054	0	0	12	2116	0	0	2801	226	0	0	1446	0	0	1211	294	0	0	2	1	6348	0	0	4576	0	0	0	1299	0	371	0	0	0	80	0	0	0	1	0	0	0	0	0	1	19	0	0	0	0	0	3	0	41	0	0	1	0	0	15	7	4	9	38	0	1	1	1	0	1	0	1620	36	1	26	247	1	1	0	23	38	0	0	256	0	0	5337	5787	3143	0	0	36	0	0	0	0	0	0	0	1	0	4	0	2	462	51	0	47	1	0	0	1
OTU_1606	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	59	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
OTU_583	0	209	0	0	0	4	0	41	0	0	0	0	5	0	0	0	0	0	0	69	28	0	2	8	43	0	0	36	1654	0	0	4	0	0	81	0	0	0	0	39	675	0	0	38	0	0	0	118	4	0	0	0	0	53	22	0	0	16	0	0	0	2	0	380	46	0	0	0	0	0	1	0	53	0	0	1	0	0	271	0	0	0	0	0	11	0	0	0	4	0	15	625	0	57	32	0	0	0	105	0	0	0	0	0	0	9	32	48	0	0	106	0	0	0	0	0	0	0	38	0	0	0	0	81	0	0	24	4	2	0	0
OTU_2600	0	14	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	43	0	0	0	0	0	0	93	0	0	0	4	3	0	0	0	0	0	0	2	0	1	0	0	0	9	358	0	0	0	0	0	0	1	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	11	0	0	4	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	20	0	1	0	0	0	0
OTU_3039	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	21	0	0	0	0	1	2	0	0	0	0	56	7	0	0	0	0	0	0	9	3	0	0	0	0	45	1	0	0	1	0	0	0	21	0	69	149	0	0	0	0	0	0	0	50	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	1	0	50	15	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	114	0	0	0	0
OTU_2678	0	67	0	0	151	0	0	61	0	0	0	0	1	0	0	0	0	0	0	7	9	0	0	0	28	0	0	9	50	0	0	4	0	0	0	83	0	1	0	4	26	0	0	36	0	0	0	52	1	35	0	0	0	17	88	0	0	0	0	0	0	0	0	32	6	0	0	0	0	0	0	0	3	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	8	39	0	0	17	1	0	0	100	0	0	0	133	0	0	30	6	45	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	89	44	0	5	0	0	0	0
OTU_491	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	219	0	0	61	1709	0	0	2	0	0	866	0	0	0	0	0	9	1	0	11	0	0	0	21	0	1	0	0	0	3	0	0	0	0	0	0	0	10	0	125	9	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	192	0	0	0	0	0	1	0	24	0	0	0	1	8	0	0	1	0	1	0	0	0	0	82	103	41	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_852	0	75	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	494	0	0	0	53	0	0	0	0	0	0	559	0	0	0	0	0	0	0	11	0	0	0	171	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	26	191	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	298	0	0	0	0	0	0
OTU_2341	0	168	0	0	48	0	0	21	0	0	0	0	0	0	0	0	0	1	0	33	6	0	0	0	168	0	2	6	129	0	0	0	0	1	115	315	0	0	0	13	49	0	0	10	0	0	0	138	1	51	0	0	0	7	86	0	0	0	0	0	0	4	0	73	17	0	0	0	0	0	0	0	4	0	0	0	0	0	18	1	1	1	1	0	1	0	0	0	0	0	20	66	0	22	14	1	1	0	321	0	0	0	39	0	0	33	170	98	0	0	16	0	0	0	0	0	0	1	3	0	0	0	0	53	189	0	40	0	0	0	0
OTU_1413	0	39	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	56	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	1	0	0	0	0
OTU_2156	0	36	0	0	168	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	16	47	0	11	214	119	0	0	0	0	4	78	412	0	0	1	1	138	0	0	38	0	0	0	99	0	8	0	0	0	2	2	0	0	2	0	0	0	3	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	45	0	2	0	42	0	3	0	0	0	1	0	118	156	0	0	0	12	1	0	880	9	2	2	2	0	0	15	62	16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	73	0	2	0	47	0	0
OTU_1474	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	84	2	0	0	0	27	0	0	0	11	0	0	0	0	0	105	0	0	0	0	28	40	0	0	0	0	0	0	47	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	69	29	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	279	0	0	0	0
OTU_2133	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
OTU_2158	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	8	0	0	1	1	0	0	0	0	0	1	0	0	0	0	19	11	0	0	0	0	0	0	3	2	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	252	29	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
OTU_16	0	228	19	0	10140	1	0	45879	0	1	0	0	8	2	57	0	0	11	22	194	105934	0	0	4	602	0	22	18551	112	0	0	40161	4	0	1215	856	0	0	13	77	2231	4	11	20091	0	0	0	3176	0	22918	0	0	0	538	6222	0	0	101	0	1	0	58	0	17271	390	0	11	39	0	0	277	0	10	9	0	4	0	0	19555	7	27	12	951	8	0	8	19	0	3	1	77471	4493	0	12	1509	463	270	0	515	3710	15	0	15022	0	15	161957	5197	8106	0	0	135	0	1	0	9	0	0	0	15	0	0	1	1	3453	54	0	62	0	83	1	0
OTU_119	0	42	0	0	0	0	0	13	0	0	0	1	1	0	0	0	0	1	0	3033	0	0	0	0	44	0	3	17	118	0	0	1	0	0	0	2	0	0	0	4428	7	0	0	23	0	0	0	154	72	0	0	0	0	6586	0	0	0	8	0	2	0	162	0	0	8999	0	0	0	1	0	0	0	704	0	0	0	0	0	51	0	0	0	0	0	110	0	0	0	0	0	0	895	0	591	3802	0	5	0	0	0	9	0	1	0	0	0	34	28	0	0	6490	0	0	0	0	0	0	0	3	0	0	0	0	5	2465	0	1523	0	0	0	0
OTU_1259	0	50	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	211	0	0	20	0	0	0	0	0	1	117	0	0	0	0	0	0	0	0	29	0	0	1	40	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	44	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_809	0	170	0	0	1345	0	0	16	0	0	0	0	26	0	0	0	0	0	1	3	2	0	0	65	272	0	86	1181	515	0	0	3	0	4	783	2667	0	0	6	5	752	0	0	215	0	0	0	549	1	146	0	0	0	11	17	0	0	0	0	0	0	3	0	10	5	0	0	0	0	0	3	0	1	0	0	0	0	0	266	1	22	2	307	0	2	0	0	0	2	0	950	921	0	0	5	154	1	0	6968	114	0	0	9	0	0	188	342	42	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	317	1015	0	1	0	185	0	0
OTU_2812	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	82	34	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1849	0	112	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	1	250	0	0	7	17	0	0	4	0	0	30	33	0	0	0	0	6	0	0	33	0	0	0	55	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	53	0	0	0	0	1	0	0	0	0	0	0	12	44	0	0	0	0	0	0	1	0	0	0	8	0	0	12	80	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	7	0	0	0	0	0	0
OTU_946	0	119	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	81	0	0	0	45	0	0	0	0	0	51	286	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	2	0	0	0	32	0	0	0	0	0	0	0	5	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	16	30	0	0	0	0	0	0
OTU_3181	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	44	0	0	0	0
OTU_2404	0	27	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	66	8	0	0	0	58	0	0	0	0	2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	48	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0
OTU_782	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	5	0	0	0	56	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	19	22	0	0	0	0	3	0	0	0	0	0	0	0	81	0	0	499	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	65	28	0	14	0	0	0	0	0	0	0	0	0	10	1	0	0	200	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	144	0	0	0	0
OTU_3293	0	105	0	0	11	0	0	7	0	0	0	0	13	0	0	0	0	1	1	0	6	0	0	0	123	0	0	123	497	0	0	2	0	1	67	134	0	0	0	2	15	0	0	40	0	0	0	243	0	21	0	0	0	1	18	0	0	6	0	0	0	0	0	40	1	0	0	0	0	0	0	0	1	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	19	39	0	0	1	3	0	0	257	0	0	0	10	0	0	13	104	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	78	48	0	0	1	0	0	0
OTU_1854	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	89	0	0	0	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0
OTU_45	0	57	0	0	0	64	0	33	1	0	0	0	44	0	13	0	0	0	0	0	4	0	1	892	818	0	1	1	381	0	0	1	0	47	29	3353	0	0	146	0	103	0	0	1	0	0	0	5	0	149	0	0	0	0	16204	0	0	22	0	2	0	2	0	207260	2	0	0	0	0	0	497	0	0	0	0	0	0	0	56	2	1	16	0	0	0	0	0	0	32	0	433	507	0	6	0	21	3	0	1	0	1	5	3	4	0	2248	1630	51	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	47	0	3
OTU_3350	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	1	0	19	0	0	0	24	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	41	0	18	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1302	0	195	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0
OTU_997	0	25	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	106	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	21	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	86	184	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	95	0	0
OTU_1050	0	127	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	132	1	0	0	0	70	0	1	0	284	0	0	0	0	0	0	0	0	0	0	63	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	92	4	0	0	0	0	0	0	71	0	0	0	0	0	49	0	0	0	0	0	4	0	0	0	0	0	0	199	0	45	28	0	5	0	0	0	0	0	0	0	0	0	7	5	0	0	61	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	58	19	0	0	0
OTU_2331	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	39	0	0	0	12	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	19	0	0	0	0
OTU_1644	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	70	0	0	0	23	3	0	0	0	0	0	0	0	1	0	0	0	0	1	53	0	0	0	0	0	0	11	0	1	11	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	1	0	0	0	33	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	21	0	1	0	0	0	0
OTU_3118	0	211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1074	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	11	0	0	0	137	0	0	0	0	4	0	0	0	0	0	49	0	0	0	0	0	0	0	4	3	0	0	0	0	45	338	0	0	0	0	0	0	39	0	0	53	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	722	1	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	7	0	0	0
