HFD-5-Fungi-3-1	SD-8-Fungi-2-2	HFD-7-Fungi-2-2	chow-SD-Fungi-3-1	HFD-7-Fungi-1-2	HFD-5-Fungi-2-2	HFD-5-Fungi-3-2	SD-9-Fungi-3-2	SD-9-Fungi-3-1	SD-3-Fungi-3-2	HFD-1-Fungi-1-2	SD-8-Fungi-2-1	SD-8-Fungi-1-1	SD-7-Fungi-1-1	HFD-9-Fungi-2-2	HFD-9-Fungi-3-1	SD-2-Fungi-3-1	HFD-4-Fungi-3-1	SD-9-Fungi-1-2	HFD-8-Fungi-2-2	SD-3-Fungi-3-1	HFD-7-Fungi-1-1	SD-3-Fungi-2-2	SD-2-Fungi-2-1	HFD-6-Fungi-3-1	HFD-9-Fungi-2-1	HFD-5-Fungi-2-1	SD-9-Fungi-2-1	SD-1-Fungi-1-1	HFD-9-Fungi-1-2	HFD-3-Fungi-2-1	HFD-7-Fungi-3-1	SD-2-Fungi-1-2	HFD-6-Fungi-1-2	chow-SD-Fungi-2-1	SD-7-Fungi-3-1	SD-2-Fungi-1-1	HFD-6-Fungi-3-2	SD-8-Fungi-1-2
OTU_299	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_248	0	0	0	9	0	0	0	0	2	0	0	0	0	22	0	0	6	130	34	0	0	0	0	5	2	3	0	6	0	0	0	0	2	0	7	10	0	0	0
OTU_115	0	0	0	8	0	0	0	3	1	0	0	0	0	9	3	0	5	145	33	63	0	0	0	5	0	0	0	2	0	1	0	0	2	0	4	2	0	2	0
OTU_439	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_55	0	0	0	2	3	177	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
OTU_399	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_261	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	0	4	2	45	0	0	0	0	1	3	0	0	0	0	0	0	0	0	8	5	0	0	0
OTU_392	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_445	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0
OTU_79	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1	0
OTU_196	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
OTU_207	0	0	0	1	0	0	0	5	1	5	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_136	0	0	0	1	0	0	0	5	1	5	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_274	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_91	0	0	0	1	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
OTU_146	0	0	0	3	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0
OTU_167	0	0	0	3	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0
OTU_296	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	2	3	0	0	40	0	0	0	0	0	0	0	0	1	3	0	0
OTU_226	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_155	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_249	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_247	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_424	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU_262	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
OTU_131	0	0	0	1	0	25	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	0	0	0	0	0	0	0	0
OTU_202	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_280	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
OTU_409	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_47	0	0	0	1	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40	0	0	0	1	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
OTU_266	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_211	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_366	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_395	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_107	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_215	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_214	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_204	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_161	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	10	0	5	0	2	0	0	4	0	0	0	10	0	0	4	5	0	0
OTU_243	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_384	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_169	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_324	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_144	0	0	0	0	1	32	0	1	2	0	0	0	0	0	0	0	0	10	2	0	0	16	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0
OTU_359	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	18	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
OTU_147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
OTU_389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_276	0	0	0	0	0	427	70	1	0	8	0	0	0	0	0	0	0	31	0	13	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_246	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_422	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_288	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	54	0	2	0	0	0	0	0	0	0	0	0	0
OTU_114	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
OTU_145	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_252	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_135	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_89	0	0	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU_401	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_178	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU_153	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU_77	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
OTU_71	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
OTU_432	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_281	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	1	0	0	0	2	0	0
OTU_312	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_298	0	0	0	0	0	0	218	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
OTU_257	0	0	0	0	0	0	66	0	0	0	0	0	0	0	30	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_372	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_129	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	18	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
OTU_351	0	0	0	0	0	0	0	7	0	0	0	1	0	41	0	0	2	1	15	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0
OTU_341	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_150	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_163	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_165	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_417	0	0	0	0	0	0	0	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_402	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_317	0	0	0	0	0	0	0	0	19	0	0	19	0	15	0	0	0	0	0	0	3	0	0	0	55	1	0	13	0	0	0	0	0	0	0	4	0	23	0
OTU_407	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	13	0	1	0	0	103	0	0	0	7	28	0	6	0	0	22	0	0	0	0	0	0	0	0
OTU_212	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0
OTU_221	0	0	0	0	0	0	0	0	0	26	0	0	0	16	0	0	0	0	0	0	15	0	14	0	0	0	0	0	18	0	0	0	0	0	0	4	0	0	0
OTU_339	0	0	0	0	0	0	0	0	0	22	0	0	0	9	0	1	0	0	0	5	2	0	2	0	0	0	0	0	0	3	0	0	4	0	0	1	0	0	0
OTU_363	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_234	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_444	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_420	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_320	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_177	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_123	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_148	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	8	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	8	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_436	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_381	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	1	0	11	0	0	0	0	1	0	0	0	10	0	0	0	10	0
OTU_382	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	1	0	9	0	0	0	0	1	0	0	0	10	0	0	0	10	0
OTU_418	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_431	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_325	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_172	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_297	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_440	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_219	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_375	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_190	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_200	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_391	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	1	0	1	137	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_181	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0
OTU_327	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_315	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_425	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_38	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	62	0	0	0
OTU_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
OTU_421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	0	0	0
OTU_245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU_369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0
OTU_335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0
OTU_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0
OTU_287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0
OTU_343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
OTU_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU_345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	7	0
OTU_316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
OTU_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
