754255736_2_ITS2	158357646_1_ITS2	160239046_1_ITS2	159146620_2_ITS2	872848689_1_ITS2	160582958_3_ITS2	160845950_2_ITS2	158984779_1_ITS2	158499257_1_ITS2	158155345_1_ITS2	604812005_3_ITS2	161493313_1_ITS2	159005010_2_ITS2	528503860_2_ITS2	838529239_3_ITS2	160744799_1_ITS2	159247771_1_ITS2	160866180_3_ITS2	159389382_3_ITS2	536137189_1_ITS2	161554003_2_ITS2	158155345_2_ITS2	158721788_2_ITS2	160097436_2_ITS2	158256496_1_ITS2	158883629_1_ITS2	161007791_2_ITS2	160603188_3_ITS2	159207311_3_ITS2	158479027_2_ITS2	160684109_1_ITS2	892969023_2_ITS2	160218816_1_ITS2	159146620_1_ITS2	159571453_2_ITS2	160218816_2_ITS2	872848689_2_ITS2	165795303_2_ITS2	159429842_1_ITS2	159369152_2_ITS2	159591683_2_ITS2	295137534_2_ITS2	964271349_1_ITS2	159085930_1_ITS2	161230322_1_ITS2	161331472_3_ITS2	159450072_1_ITS2	161230322_2_ITS2	158276726_2_ITS2	161351702_3_ITS2	937415040_1_ITS2	604812005_1_ITS2	160967330_1_ITS2	161473083_1_ITS2	160380657_3_ITS2	160178356_2_ITS2	160684109_2_ITS2	159166850_1_ITS2	920125525_1_ITS2	160502038_2_ITS2	160036745_2_ITS2	160582958_2_ITS2	161311242_1_ITS2	160340197_1_ITS2	514014184_2_ITS2	159632143_1_ITS2	160481808_1_ITS2	763721271_1_ITS2	160582958_1_ITS2	274584131_1_ITS2	161007791_1_ITS2	159733294_2_ITS2	336497421_3_ITS2	866653606_3_ITS2	159268001_2_ITS2	159207311_2_ITS2	160643649_1_ITS2	158702524_2_ITS2	970836795_1_ITS2	970836795_2_ITS2	368533040_1_ITS2	161270782_1_ITS2	159490532_1_ITS2	866653606_1_ITS2	160259276_1_ITS2	160056975_1_ITS2	159814214_1_ITS2	160380657_2_ITS2	158944319_3_ITS2	160967330_2_ITS2	158924089_2_ITS2	158742018_2_ITS2	158702524_1_ITS2	160036745_1_ITS2	638754422_1_ITS2	451588811_1_ITS2	158721788_1_ITS2	161331472_2_ITS2	160158126_1_ITS2	241812656_1_ITS2	160886410_1_ITS2	160016515_1_ITS2	158418336_1_ITS2	211857324_1_ITS2	160603188_1_ITS2	686765762_3_ITS2	160502038_3_ITS2	797461496_1_ITS2	161493313_2_ITS2	840279516_1_ITS2	160765029_2_ITS2	158883629_2_ITS2	604812005_2_ITS2	159450072_2_ITS2	159288231_1_ITS2	160502038_1_ITS2	218370768_2_ITS2	160178356_1_ITS2	159753524_2_ITS2	159814214_2_ITS2	160137896_1_ITS2	370425937_2_ITS2	159308461_2_ITS2	159288231_3_ITS2	158964549_2_ITS2	159025240_1_ITS2	536137189_2_ITS2	161412393_2_ITS2	206906765_1_ITS2	866653606_2_ITS2	246515023_3_ITS2	596951878_1_ITS2	788731474_1_ITS2	218370768_1_ITS2	797461496_2_ITS2	158742018_1_ITS2	937495960_1_ITS2	160441347_1_ITS2	159288231_2_ITS2	159672603_2_ITS2	160947100_3_ITS2	451588811_2_ITS2	158236265_1_ITS2	161311242_3_ITS2	160056975_2_ITS2	159510762_3_ITS2	160987560_1_ITS2	158964549_1_ITS2	336497421_2_ITS2	160906640_2_ITS2	159632143_2_ITS2	160866180_2_ITS2	368533040_3_ITS2	158216035_1_ITS2	211857324_2_ITS2	754255736_1_ITS2	159227541_2_ITS2	686765762_1_ITS2	160947100_2_ITS2	160987560_3_ITS2	160866180_1_ITS2	158013734_1_ITS2	158033964_1_ITS2	158337416_1_ITS2	514014184_1_ITS2	383631637_1_ITS2	160825720_2_ITS2	158458797_2_ITS2	159227541_1_ITS2	257905678_1_ITS2	797461496_3_ITS2	536137189_3_ITS2	937415040_2_ITS2	160097436_1_ITS2	432193348_2_ITS2	159551223_1_ITS2	160421117_3_ITS2	159733294_3_ITS2	160603188_2_ITS2	158337416_2_ITS2	157953044_2_ITS2	159490532_2_ITS2	533247696_1_ITS2	288054731_2_ITS2	160400887_2_ITS2	206906765_2_ITS2	368533040_2_ITS2	158944319_1_ITS2	158114885_2_ITS2	158438567_1_ITS2	257905678_2_ITS2	159611913_1_ITS2	158114885_1_ITS2	158438567_2_ITS2	159753524_3_ITS2	158479027_1_ITS2	414519462_3_ITS2	160765029_1_ITS2	159713063_2_ITS2	160400887_1_ITS2	838529239_2_ITS2	159470302_1_ITS2	161412393_3_ITS2	158216035_2_ITS2	414519462_1_ITS2	160947100_1_ITS2	161068481_1_ITS2	840279516_2_ITS2	596951878_2_ITS2	165795303_1_ITS2	160158126_2_ITS2	160056975_3_ITS2	159146620_3_ITS2	158398106_2_ITS2	158822939_1_ITS2	211857324_3_ITS2	160987560_2_ITS2	161068481_2_ITS2	159166850_2_ITS2	161554003_1_ITS2	159915365_2_ITS2	159207311_1_ITS2	160461578_2_ITS2	161412393_1_ITS2	159389382_1_ITS2	838529239_1_ITS2	161331472_1_ITS2	160421117_2_ITS2	159268001_1_ITS2	788731474_2_ITS2	432193348_1_ITS2	159510762_2_ITS2	160845950_1_ITS2	288054731_1_ITS2	158013734_2_ITS2	160643649_2_ITS2	158296956_2_ITS2	920125525_2_ITS2	160845950_3_ITS2	159551223_2_ITS2	160380657_1_ITS2	937495960_2_ITS2	158802708_3_ITS2	159915365_1_ITS2	158398106_1_ITS2	158883629_3_ITS2	414519462_2_ITS2	383631637_2_ITS2	160704339_1_ITS2	159247771_2_ITS2	158357646_2_ITS2	158458797_1_ITS2	158033964_2_ITS2	763721271_2_ITS2	160319967_3_ITS2	638754422_2_ITS2	159672603_1_ITS2	159733294_1_ITS2	158802708_2_ITS2	158499257_2_ITS2	157953044_1_ITS2	159328691_1_ITS2	160421117_1_ITS2	686765762_2_ITS2	159611913_2_ITS2	257905678_3_ITS2	763721271_3_ITS2	159005010_1_ITS2	161351702_2_ITS2	160319967_1_ITS2	159571453_1_ITS2	159713063_1_ITS2	630023501_2_ITS2	160704339_2_ITS2	159085930_2_ITS2	160967330_3_ITS2	160906640_1_ITS2	937495960_3_ITS2	160825720_1_ITS2	892969023_1_ITS2	370425937_1_ITS2	158802708_1_ITS2	160461578_1_ITS2	160542498_1_ITS2	274584131_2_ITS2	638754422_3_ITS2	533247696_2_ITS2	158924089_1_ITS2	160340197_2_ITS2	160259276_2_ITS2	159227541_3_ITS2	158276726_1_ITS2	160663879_1_ITS2	159308461_1_ITS2	158256496_2_ITS2	159753524_1_ITS2	160319967_2_ITS2	158296956_1_ITS2	158418336_2_ITS2	158236265_2_ITS2	161311242_2_ITS2	336497421_1_ITS2	159389382_2_ITS2	159470302_2_ITS2	159369152_1_ITS2	630023501_1_ITS2	160178356_3_ITS2	295137534_1_ITS2	159510762_1_ITS2	161270782_2_ITS2	160744799_2_ITS2	528503860_1_ITS2	161351702_1_ITS2	158944319_2_ITS2	159591683_1_ITS2	161028021_1_ITS2
OTU_3	296	2	2131	0	252	1018	25	0	2559	230	0	2491	572	0	8	790	1339	0	152	0	1980	12	10704	36330	380	2271	1668	501	2864	0	3	2	405	2	4298	2758	0	16181	1	1749	10958	0	16912	22	66	73	5314	2	8269	0	2441	406	71	368	71	2782	2421	2257	0	1665	2155	2027	0	1826	452	1082	465	0	1173	6740	3775	1383	5	419	1264	0	2	4293	1	850	6583	1476	1115	1885	1430	4659	3455	225	185	1	0	812	0	14	1484	2054	1176	0	1	102	5602	0	118	6064	7414	653	1670	2703	3541	3798	5530	15213	10193	6712	2639	3720	21173	634	1	1	1340	3779	1	0	1247	2174	6	843	1	14113	0	11835	609	1570	4381	3718	2042	535	3619	2911	1178	388	920	22	0	9204	546	3	0	3	0	0	968	86	1475	572	2080	9320	1136	83	876	1210	1	2	0	2	0	790	103	4889	880	448	13476	11692	5463	802	5874	1	2270	69	2472	1809	10861	0	1196	2234	232	48746	0	0	0	2562	91	1	2748	3330	191	168	11313	797	2899	1787	0	0	4201	0	889	1003	1247	9	7197	0	0	8281	16662	0	0	1	2826	3	235	0	30	119	1155	7956	3180	5654	2906	735	647	2373	1	341	234	0	4	789	0	10154	151	4783	1328	951	670	236	0	439	674	2509	0	2106	1637	450	6344	36	536	2	1556	1634	4	1472	1476	6964	317	4503	3	0	2575	4215	2978	701	3020	4895	491	379	3240	1	218	11810	0	52	365	2392	1828	82	1	15037	2637	10690	1278	44	6881	1663	1	552	1	993	1774	7744	125	2	9344	339	3599	0	245	742	329	3705	0	4145	5	0	534	0
OTU_534	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_583	9	20	0	12	1	1	8	1	1	35	2	1	0	0	0	58	23	0	1	4	0	2	0	0	7	8	1	14	18	1	1	0	115	48	0	17	0	0	10	10	0	1	12	0	0	32	1	0	4	3	0	17	63	407	6	11	0	16	0	3	0	1	0	4	0	0	20	10	52	3	0	50	5	100	1	20	1	7	1	2	0	2	32	5	0	0	28	3	20	7	0	52	10	8	0	0	0	19	0	38	7	0	46	0	6	0	4	31	6	14	38	1	3	15	4	0	1	13	38	3	5	2	13	12	0	5	0	380	34	3	0	5	0	0	15	6	38	8	309	0	4	1	0	0	0	2	0	0	5	0	0	0	0	1	0	30	5	112	0	9	0	25	19	0	0	0	1	0	0	0	27	136	1	11	43	0	3	7	44	2	0	1	0	2	0	35	0	1	14	3	0	9	2	52	161	1	2	24	0	0	47	9	3	13	10	0	3	2	3	0	4	0	3	8	0	0	0	4	1	36	0	0	0	24	54	185	51	125	6	0	0	6	1	17	4	0	9	17	0	1	4	0	1	35	10	5	0	0	2	0	0	0	1	20	13	0	2	5	1	0	1	30	100	51	0	0	4	4	0	3	8	1	0	11	0	0	0	4	1	0	18	1	0	1	2	0	0	11	0	58	1	53	15	0	3	1	8	4	0	0	0	0	1	8	1	0	0	31	51	4	0	15	215	1	27	0
OTU_325	10	37	0	12	1	0	11	0	8	83	9	5	1	3	0	22	45	0	4	0	7	11	11	0	14	14	2	28	18	1	0	0	137	129	0	30	0	0	8	25	1	0	0	0	0	63	0	0	4	2	1	18	61	627	27	9	6	53	0	1	0	5	6	17	0	0	46	1	52	5	0	79	23	133	0	14	8	3	7	0	0	0	81	6	0	0	33	6	30	24	0	112	1	37	2	0	0	18	0	12	21	0	17	0	19	0	22	29	1	30	9	0	12	9	6	0	3	29	71	3	3	1	21	16	0	1	1	569	39	13	0	17	0	0	26	25	100	10	522	0	1	0	0	0	0	1	0	0	1	0	3	0	0	1	0	68	23	229	0	8	1	40	33	0	0	0	0	0	2	0	99	280	0	3	20	0	1	21	66	14	0	13	0	0	8	84	2	3	28	21	0	143	8	104	249	1	0	32	0	0	27	20	3	23	0	0	9	3	15	0	5	0	0	4	0	0	1	11	7	91	0	0	0	31	107	185	63	191	12	0	0	2	0	41	5	0	20	36	0	1	3	0	1	31	5	13	6	1	8	0	0	0	0	28	21	5	6	10	1	4	0	42	182	87	2	0	15	30	0	4	8	3	0	12	3	0	0	14	0	0	2	2	6	11	11	1	0	9	0	2	9	13	22	0	2	4	9	3	0	0	0	0	0	7	1	0	0	65	69	17	0	7	275	5	24	0
OTU_463	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_523	2	3	0	0	0	0	0	0	0	4	0	0	0	0	0	3	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	7	0	0	0	2	0	0	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	6	0	1	0	0	0	0	2	0
OTU_10	5	18650	1	0	590	1499	0	0	0	185	0	2	1	1	4	1	0	0	0	0	0	408	1244	1	0	0	2	0	0	0	0	17535	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	2	1094	0	1	330	0	0	0	0	0	1	1	3	1075	0	0	0	3	0	170	0	0	0	1	1	0	1	0	508	0	0	0	0	0	0	765	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	3046	0	0	0	0	2	0	0	0	0	1676	0	0	0	0	1	0	0	7	1	0	0	0	0	0	0	0	0	0	1	0	1071	0	0	0	0	0	0	2	0	0	0	0	0	0	0	66947	1	0	0	0	0	0	0	0	0	0	106	2	0	0	0	1	0	2	0	0	0	599	0	1	2	0	0	0	0	601	0	1	0	0	0	2	0	0	1	1	0	0	0	4	0	0	0	1	1	0	0	0	673	0	0	0	0	2	0	1	2	0	0	0	0	4756	0	0	0	0	198	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	20	0	0	0	0	0	1	0	0	0	2111	0	999	0	0	0	0	2385	4	913	0	1	0	1	5825	0	0	8067	0	2	0	1	1	4	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_597	2	9	0	0	0	0	0	0	0	3	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	1	2	4	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	1	5	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	1	0
OTU_89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1697	0	0	0	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13	1	0	0	1	0	0	8	0	1	4342	0	0	225	0	0	215	1	0	0	0	1587	9	991	1	459	1312	304	0	0	686	1	0	0	0	0	0	0	0	0	0	0	0	0	400	1089	0	0	0	0	0	0	0	0	100	0	0	0	938	0	370	0	0	0	1	0	0	0	1	0	0	0	2927	1	0	1143	0	0	0	0	0	2	0	251	0	0	173	0	0	0	0	0	37	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	422	0	0	0	502	1	1	0	0	0	41	0	0	1	0	0	0	45	0	0	0	0	1	0	211	0	0	0	0	0	0	1	0	0	43	0	0	0	0	0	0	0	0	1	0	0	96	0	1	1	1	0	0	0	1	0	1	0	1	0	1	22	0	0	0	0	0	0	0	0	1	12	202	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	23	0	0	0	0	0	0	0	1	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34318	0	288	368	840	0	0	0	0	0	0	0	0	0	1	0	0	0	405	1232	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	853	0	2127	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	569	1	0	1559	1	0	0	2	0	0	0	2403	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_568	1	1	0	1	0	0	2	0	0	7	2	1	0	0	0	10	5	0	2	1	0	0	0	0	5	2	0	1	1	0	0	0	13	11	0	1	0	0	1	6	0	1	0	0	0	4	0	0	0	0	0	3	18	142	6	1	1	5	0	0	0	0	3	2	0	0	8	0	12	0	0	14	3	35	0	7	0	0	1	0	0	0	7	0	0	0	6	0	4	2	0	11	1	2	0	0	0	9	0	1	2	0	3	0	2	0	1	5	0	4	1	0	1	3	3	0	0	1	10	0	1	0	1	2	0	0	0	100	3	2	0	1	0	0	10	2	13	1	83	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	6	2	31	0	1	0	6	6	0	0	0	0	0	0	0	10	41	1	2	1	0	3	1	10	3	0	0	0	1	0	6	0	0	1	2	1	0	2	4	38	0	2	6	0	0	8	3	0	3	1	0	0	0	2	0	0	0	0	3	0	0	0	1	1	11	0	0	0	8	14	40	14	33	2	0	0	5	0	4	1	0	0	2	0	0	0	1	1	3	0	1	0	0	1	0	0	0	0	1	4	1	0	1	0	0	0	5	22	19	0	0	1	2	0	2	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	3	0	0	3	1	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	6	13	0	0	0	53	0	2	0
OTU_552	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	85	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_549	2	0	0	1	0	0	0	3	4	79	0	19	5	21	0	116	35	0	1	0	11	6	0	1	30	0	0	2	0	0	3	0	119	6	0	48	0	0	3	23	3	5	18	0	0	0	1	0	1	0	2	0	22	11	0	1	4	43	0	0	0	0	1	16	1	0	81	7	1	3	0	2	0	4	0	1	0	15	5	5	0	3	50	0	0	0	97	0	1	1	0	93	0	32	2	0	0	3	0	5	27	0	3	2	0	0	20	0	0	29	25	0	0	15	0	0	3	0	0	11	11	0	35	0	0	6	0	55	77	0	0	32	0	0	0	19	0	24	8	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	73	0	6	0	0	0	70	65	0	0	0	1	0	0	0	1	7	4	17	1	0	0	0	1	17	0	20	0	2	0	80	0	0	28	9	0	13	15	97	3	0	0	78	0	0	1	17	0	27	0	0	7	2	18	0	0	2	0	2	0	0	0	22	0	80	0	0	0	0	0	5	2	4	16	0	0	0	0	53	0	0	16	59	0	4	0	0	0	69	17	1	0	1	0	2	0	0	0	1	0	0	3	0	0	0	0	38	4	22	2	0	15	16	0	0	18	0	2	7	3	0	0	0	2	1	36	0	14	16	17	0	0	27	0	11	0	142	29	0	4	0	1	0	0	0	0	0	0	0	1	0	0	65	6	0	0	0	6	0	52	0
OTU_2	4	108	1	0	38696	0	129846	0	0	1	0	2043	53502	0	14	1	3	0	0	1	0	1	1	1	0	2011	6	11406	0	0	3	0	2	1	0	0	0	1	2	4662	0	1	0	1	1	2	1	1	4	0	0	6	3	19	68697	2	1	3	0	1360	0	0	39	0	2	0	2	0	4	1	2	4	20244	4938	0	0	5652	1	1	1	2	3	1	1	0	5	1	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	7	0	24654	2	0	3	0	1	1	0	1	0	0	5	4	1	0	12774	715	819	3	0	0	10	0	81614	0	1	2	0	4	1	3	1	13	0	1	18238	0	0	0	4	0	0	0	2	0	0	0	2	0	2	0	6	41	0	0	51	938	4	0	1	0	1	1	0	0	9	0	1	5	586	8346	7	1	11572	2	0	0	0	0	1	7	2	0	3	0	1	1105	0	1278	0	0	2	0	10719	2	0	1	2474	0	0	575	2	0	2	463	0	0	5	2	1	0	2480	1	2	1	0	0	8	6	7	6	3	1	0	0	0	1	0	827	0	1	1	0	1	0	3	761	0	0	0	647	1	1	1	0	1	2	3	2	3	1	3	692	3	4	0	1021	2	7	6	1	5470	1138	2	0	13577	0	4	0	1	232	0	7	1	1	14	1	1	1	54367	0	1	7	563	0	1	58614	0	1	0	1	0	0	3	0	1061	1	2	2	0	1	2	1	1	1	0	9	0	1	50663
OTU_586	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	8	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	1	0	1	0	0	0	0	0	0	6	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	4	0	0	0	3	0	0	1	0	6	0	1	0	0	0	2	0	0	0	0	4	0	0	0	0	2	0	2	2	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	10	3	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	3	1	0	0	0	0	0	0	0	2	5	0	1	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	1	0	1	1	6	0	0	0	4	0	0	2	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	0	0	0	0	0	1	0	0	1	4	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0
OTU_14	1	105	0	0	0	0	1	0	3	0	0	0	4	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	26	0	11502	0	0	2	0	0	1	1	1	588	425	0	853	0	2	0	3112	4	0	0	1	3958	0	3	0	0	0	0	0	1	0	0	584	0	7679	0	0	0	0	0	0	0	1	0	0	870	0	0	1	0	0	0	1	0	0	0	0	9987	0	0	1	0	0	0	0	2	1	0	293	1	0	0	0	0	0	5661	0	923	0	3	0	1	1	0	0	1052	0	3	1	0	0	1	0	1	1	2	0	1	447	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	0	0	125	0	2224	0	1	2	0	0	0	0	56	1191	0	0	243	1	0	0	1	1	240	634	0	1	0	0	1	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	31	0	767	0	0	1	1	0	1336	0	0	0	0	6554	0	0	3	0	0	0	0	119	3487	0	1	0	0	600	2	0	0	3505	841	0	37	1	0	1	0	833	0	1	1	297	0	0	0	0	0	0	0	139	0	3	1	0	0	0	7048	0	0	0	0	51	2	0	0	0	0	1	1	2	0	8560	0	0	75	0	1	2	205	0	0	1	0	1	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	146	0	0	0	0	1	0	0	0	3	0	1	2
